Lib = 0.3.0 SN = 4D02-0001-0036-0000
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Range [cm],Pitch [deg],Roll [deg],
2021/10/14 21:22:24,986.07,68.75,20.24,20.50,4.68,369.00,47.03,91.05,
2021/10/14 21:27:24,986.19,71.27,19.14,19.50,4.67,359.00,47.89,90.70,
2021/10/14 21:32:24,986.24,73.33,18.34,18.75,4.67,374.00,47.59,91.18,
2021/10/14 21:37:24,986.35,74.98,17.73,18.00,4.67,371.00,47.78,91.20,
2021/10/14 21:42:24,986.37,76.39,17.25,17.75,4.68,369.00,47.72,91.02,
2021/10/14 21:47:24,986.38,77.37,16.93,17.50,4.66,371.00,47.80,91.09,
2021/10/14 21:52:24,986.38,77.99,16.69,17.00,4.67,371.00,47.35,91.31,
2021/10/14 21:57:24,986.44,78.46,16.41,16.75,4.66,369.00,47.58,91.24,
2021/10/14 22:02:24,986.42,78.62,16.04,16.50,4.67,374.00,47.42,90.90,
2021/10/14 22:07:24,986.58,79.20,15.68,16.25,4.66,361.00,47.29,91.15,
2021/10/14 22:12:24,986.59,79.98,15.34,15.75,4.65,375.00,47.42,91.27,
2021/10/14 22:17:24,986.62,80.59,15.08,15.50,4.67,370.00,47.34,91.15,
2021/10/14 22:22:24,986.63,81.18,14.87,15.25,4.60,363.00,48.58,91.59,
2021/10/14 22:27:24,986.65,81.58,14.69,15.00,4.65,372.00,47.20,91.26,
2021/10/14 22:32:24,986.74,81.95,14.48,14.75,4.65,371.00,46.99,91.02,
2021/10/14 22:37:24,986.82,82.18,14.27,14.75,4.66,371.00,47.78,91.05,
2021/10/14 22:42:24,986.86,82.58,14.05,14.50,4.66,365.00,48.39,91.15,
2021/10/14 22:47:24,986.96,82.72,13.76,14.25,4.67,361.00,47.55,91.11,
2021/10/14 22:52:24,987.00,82.92,13.42,14.00,4.64,368.00,48.66,91.00,
2021/10/14 22:57:24,987.09,83.02,13.05,13.50,4.66,372.00,47.68,91.23,
2021/10/14 23:02:24,986.98,83.41,12.68,13.25,4.67,371.00,46.99,91.30,
2021/10/14 23:07:24,987.05,83.66,12.29,12.75,4.65,371.00,47.63,91.26,
2021/10/14 23:12:24,987.21,84.00,11.90,12.25,4.65,374.00,49.27,-33.55,
2021/10/14 23:17:24,987.23,84.28,11.51,12.00,4.67,375.00,47.42,-33.56,
2021/10/14 23:22:24,987.27,84.59,11.12,11.75,4.65,371.00,47.52,-33.45,
2021/10/14 23:27:24,987.40,85.05,10.75,11.25,4.67,360.00,48.16,-33.54,
2021/10/14 23:32:24,987.44,85.37,10.41,11.00,4.64,374.00,48.22,-33.60,
2021/10/14 23:37:24,987.54,85.76,10.09,10.50,4.66,371.00,47.24,-33.80,
2021/10/14 23:42:24,987.65,86.00,9.78,10.25,4.63,371.00,48.45,-33.54,
2021/10/14 23:47:24,987.57,86.40,9.52,10.00,4.66,376.00,47.64,-34.03,
2021/10/14 23:52:24,987.62,86.60,9.26,9.75,4.66,372.00,48.88,-33.81,
2021/10/14 23:57:24,987.68,86.71,9.02,9.50,4.65,368.00,47.47,-33.63,
2021/10/15 00:02:24,987.76,86.86,8.78,9.25,4.67,374.00,48.34,-33.51,
2021/10/15 00:07:24,987.88,87.04,8.55,9.00,4.66,360.00,47.71,-33.63,
2021/10/15 00:12:24,987.91,87.17,8.34,8.75,4.61,375.00,48.19,-33.42,
2021/10/15 00:17:24,988.00,87.27,8.14,8.75,4.65,366.00,48.28,-33.82,
2021/10/15 00:22:24,988.00,87.45,7.95,8.50,4.63,375.00,48.47,-33.48,
2021/10/15 00:27:24,987.94,87.53,7.78,8.25,4.66,375.00,48.41,-33.89,
2021/10/15 00:32:24,988.02,87.61,7.60,8.00,4.66,374.00,48.40,-33.71,
2021/10/15 00:37:24,988.17,87.79,7.44,8.00,4.65,375.00,49.12,-33.52,
2021/10/15 00:42:24,988.31,87.87,7.28,7.75,4.65,359.00,48.54,-33.38,
2021/10/15 00:47:24,988.45,87.98,7.15,7.75,4.65,375.00,48.31,-33.64,
2021/10/15 00:52:24,988.34,88.15,7.01,7.50,4.67,371.00,48.80,-33.11,
2021/10/15 00:57:24,988.30,88.26,6.90,7.50,4.63,364.00,47.70,-33.18,
2021/10/15 01:02:24,988.41,88.29,6.79,7.25,4.63,375.00,48.26,-33.41,
2021/10/15 01:07:24,988.47,88.31,6.66,7.25,4.65,375.00,48.13,-33.59,
2021/10/15 01:12:24,988.51,88.43,6.56,7.00,4.65,374.00,49.26,-33.87,
2021/10/15 01:17:24,988.46,88.53,6.48,7.00,4.58,372.00,48.71,-33.67,
2021/10/15 01:22:24,988.60,88.65,6.40,7.00,4.66,374.00,48.87,-33.10,
2021/10/15 01:27:24,988.52,88.78,6.34,7.00,4.65,360.00,47.53,-33.07,
2021/10/15 01:32:24,988.53,88.76,6.26,6.75,4.66,375.00,48.58,-33.70,
2021/10/15 01:37:24,988.59,88.70,6.17,6.75,4.59,374.00,48.46,-33.71,
2021/10/15 01:42:24,988.73,88.72,6.08,6.75,4.66,375.00,48.58,-33.30,
2021/10/15 01:47:24,988.75,88.81,6.01,6.50,4.67,371.00,48.18,-33.23,
2021/10/15 01:52:24,988.84,88.75,5.89,6.50,4.66,372.00,47.34,-33.81,
2021/10/15 01:57:24,988.83,88.75,5.81,6.25,4.65,372.00,48.05,-33.26,
2021/10/15 02:02:24,988.85,88.80,5.70,6.25,4.66,375.00,48.68,-33.23,
2021/10/15 02:07:24,988.99,88.82,5.62,6.25,4.66,375.00,48.63,-33.63,
2021/10/15 02:12:24,989.11,88.82,5.54,6.25,4.66,375.00,48.15,-33.55,
2021/10/15 02:17:24,989.05,88.75,5.43,6.00,4.65,369.00,48.40,-33.37,
2021/10/15 02:22:24,989.01,88.79,5.32,5.75,4.65,372.00,48.40,-33.74,
2021/10/15 02:27:24,989.24,88.72,5.22,5.75,4.67,374.00,49.24,-33.17,
2021/10/15 02:32:24,989.26,88.85,5.12,5.75,4.63,374.00,48.36,-33.87,
2021/10/15 02:37:24,989.27,88.84,5.02,5.50,4.66,372.00,49.30,-33.39,
2021/10/15 02:42:24,989.48,88.88,4.92,5.50,4.59,376.00,48.12,-33.82,
2021/10/15 02:47:24,989.56,88.90,4.83,5.25,4.65,366.00,48.14,-33.45,
2021/10/15 02:52:24,989.58,88.95,4.74,5.25,4.65,371.00,48.26,-32.83,
2021/10/15 02:57:24,989.66,88.98,4.65,5.25,4.65,372.00,48.85,-33.34,
2021/10/15 03:02:24,989.74,89.01,4.56,5.25,4.66,374.00,49.16,-33.28,
2021/10/15 03:07:24,989.74,89.03,4.48,5.00,4.63,372.00,48.50,-33.52,
2021/10/15 03:12:24,989.75,89.03,4.39,5.00,4.66,368.00,47.74,-33.21,
2021/10/15 03:17:24,989.81,89.17,4.32,4.75,4.65,362.00,48.24,-33.71,
2021/10/15 03:22:24,989.96,89.21,4.27,4.75,4.66,363.00,49.06,-33.01,
2021/10/15 03:27:24,989.89,89.17,4.19,4.75,4.66,368.00,49.07,-32.86,
2021/10/15 03:32:24,989.90,89.21,4.11,4.75,4.66,372.00,48.47,-33.18,
2021/10/15 03:37:24,989.91,89.21,4.04,4.50,4.67,374.00,48.30,-33.14,
2021/10/15 03:42:24,989.80,89.25,3.98,4.50,4.66,375.00,49.30,-33.71,
2021/10/15 03:47:24,989.79,89.28,3.93,4.50,4.66,362.00,49.26,-32.97,
2021/10/15 03:52:24,989.91,89.43,3.89,4.50,4.66,375.00,48.15,-33.07,
2021/10/15 03:57:24,989.97,89.60,3.91,4.50,4.66,369.00,48.64,-33.50,
2021/10/15 04:02:24,989.96,89.70,3.99,4.50,4.66,372.00,48.09,-33.47,
2021/10/15 04:07:24,990.11,89.88,4.10,4.75,4.61,372.00,48.20,-33.30,
2021/10/15 04:12:24,990.15,89.90,4.23,4.75,4.59,374.00,48.56,-32.79,
2021/10/15 04:17:24,990.17,89.98,4.34,5.00,4.65,366.00,48.65,-32.98,
2021/10/15 04:22:24,990.16,89.99,4.43,5.00,4.67,363.00,48.62,-32.94,
2021/10/15 04:27:24,990.14,89.82,4.46,5.00,4.66,377.00,48.20,-33.32,
2021/10/15 04:32:24,990.10,89.86,4.44,5.00,4.63,360.00,47.53,-33.46,
2021/10/15 04:37:24,990.07,89.93,4.47,5.00,4.66,372.00,47.78,-32.88,
2021/10/15 04:42:24,990.03,89.82,4.47,5.00,4.66,374.00,47.98,-33.43,
2021/10/15 04:47:24,990.07,89.77,4.45,5.00,4.66,368.00,48.40,-33.34,
2021/10/15 04:52:24,990.16,89.58,4.34,4.75,4.67,361.00,47.67,-32.81,
2021/10/15 04:57:24,990.18,89.55,4.27,4.75,4.66,376.00,49.14,-33.68,
2021/10/15 05:02:24,990.17,89.73,4.23,4.75,4.66,374.00,48.36,-33.53,
2021/10/15 05:07:24,990.18,89.79,4.24,4.75,4.67,364.00,48.73,-33.71,
2021/10/15 05:12:24,990.19,89.90,4.25,5.00,4.64,374.00,49.15,-33.57,
2021/10/15 05:17:24,990.28,89.90,4.26,4.75,4.66,374.00,48.36,-33.36,
2021/10/15 05:22:24,990.23,89.95,4.27,4.75,4.66,375.00,48.64,-33.53,
2021/10/15 05:27:24,990.12,90.05,4.33,4.75,4.66,376.00,48.07,-32.99,
2021/10/15 05:32:24,990.06,90.24,4.45,5.00,4.65,374.00,48.44,-32.91,
2021/10/15 05:37:24,990.04,90.33,4.57,5.00,4.66,376.00,48.42,-33.21,
2021/10/15 05:42:24,990.14,90.26,4.67,5.25,4.66,374.00,48.41,-33.10,
2021/10/15 05:47:24,990.17,90.28,4.78,5.25,4.59,372.00,48.65,-33.15,
2021/10/15 05:52:24,990.23,90.27,4.88,5.50,4.67,375.00,48.75,-33.28,
2021/10/15 05:57:24,990.29,90.11,4.96,5.50,4.66,372.00,48.28,-33.43,
2021/10/15 06:02:24,990.14,90.19,4.99,5.50,4.67,371.00,48.44,-33.18,
2021/10/15 06:07:24,990.13,90.06,5.01,5.50,4.66,374.00,48.99,-33.19,
2021/10/15 06:12:24,990.23,89.96,4.98,5.50,4.67,372.00,48.28,-33.34,
2021/10/15 06:17:24,990.12,89.83,4.91,5.50,4.66,374.00,48.46,-33.19,
2021/10/15 06:22:24,990.20,89.87,4.87,5.50,4.66,371.00,48.10,-33.63,
2021/10/15 06:27:24,990.16,89.85,4.81,5.25,4.66,370.00,48.44,-33.38,
2021/10/15 06:32:24,990.11,89.84,4.78,5.25,4.67,374.00,48.11,-33.60,
2021/10/15 06:37:24,990.04,89.92,4.76,5.25,4.66,359.00,48.98,-34.13,
2021/10/15 06:42:24,990.03,89.88,4.71,5.25,4.67,371.00,49.24,-32.92,
2021/10/15 06:47:24,990.02,89.87,4.66,5.25,4.65,372.00,47.57,-33.20,
2021/10/15 06:52:24,989.99,89.86,4.62,5.25,4.66,364.00,48.40,-33.57,
2021/10/15 06:57:24,990.05,89.77,4.56,5.25,4.67,365.00,48.52,-33.03,
2021/10/15 07:02:26,990.10,89.71,4.48,5.00,4.66,374.00,48.34,-33.00,
2021/10/15 07:07:26,990.08,89.58,4.39,5.00,4.67,362.00,48.30,-33.56,
2021/10/15 07:12:26,990.08,89.59,4.27,4.75,4.67,372.00,48.48,-32.98,
2021/10/15 07:17:26,990.07,89.47,4.14,4.75,4.59,371.00,49.20,-33.08,
2021/10/15 07:22:26,989.98,89.40,4.01,4.75,4.66,364.00,48.50,-33.06,
2021/10/15 07:27:26,990.09,89.53,3.92,4.50,4.66,364.00,48.73,-33.18,
2021/10/15 07:32:26,990.05,89.57,3.82,4.25,4.67,375.00,48.38,-33.38,
2021/10/15 07:37:26,990.02,89.59,3.75,4.25,4.67,368.00,48.53,-32.93,
2021/10/15 07:42:26,990.05,89.69,3.67,4.25,4.67,369.00,48.20,-33.55,
2021/10/15 07:47:26,990.16,89.73,3.62,4.25,4.66,377.00,48.37,-32.80,
2021/10/15 07:52:26,990.22,89.70,3.53,4.00,4.66,376.00,49.10,-33.61,
2021/10/15 07:57:26,990.16,89.55,3.42,4.00,4.66,374.00,48.57,-33.11,
2021/10/15 08:02:26,989.86,89.52,3.29,3.75,4.66,360.00,48.43,-33.38,
2021/10/15 08:07:26,989.94,89.60,3.21,3.75,4.67,374.00,48.72,-33.03,
2021/10/15 08:12:26,989.89,89.63,3.14,3.75,4.67,360.00,48.57,-32.71,
2021/10/15 08:17:26,989.76,89.70,3.07,3.75,4.66,361.00,49.17,-32.89,
2021/10/15 08:22:26,989.78,89.67,2.98,3.50,4.67,371.00,49.31,-33.23,
2021/10/15 08:27:26,989.84,89.59,2.90,3.50,4.66,371.00,48.34,-33.11,
2021/10/15 08:32:26,989.83,89.58,2.81,3.25,4.66,374.00,49.25,-33.54,
2021/10/15 08:37:26,989.78,89.71,2.74,3.25,4.67,378.00,48.53,-33.48,
2021/10/15 08:42:26,989.64,89.76,2.69,3.25,4.67,363.00,48.32,-33.24,
2021/10/15 08:47:26,989.61,89.73,2.64,3.25,4.66,363.00,49.13,-33.32,
2021/10/15 08:52:26,989.55,89.80,2.61,3.25,4.67,374.00,49.00,-32.82,
2021/10/15 08:57:26,989.60,89.81,2.58,3.25,4.67,375.00,49.30,-33.17,
2021/10/15 09:02:26,989.74,89.73,2.52,3.25,4.67,368.00,47.66,-33.39,
2021/10/15 09:07:26,989.81,89.87,2.48,3.00,4.66,366.00,48.26,-33.72,
2021/10/15 09:12:26,989.70,89.95,2.50,3.00,4.67,365.00,48.57,-33.31,
2021/10/15 09:17:26,989.52,89.87,2.49,3.00,4.66,375.00,48.53,-33.42,
2021/10/15 09:22:26,989.48,89.82,2.46,3.00,4.66,374.00,49.13,-32.78,
2021/10/15 09:27:26,989.58,89.88,2.43,3.00,4.68,369.00,47.72,-33.33,
2021/10/15 09:32:26,989.45,89.86,2.42,3.00,4.67,358.00,48.24,-33.33,
2021/10/15 09:37:26,989.30,89.83,2.37,3.00,4.67,360.00,49.18,-32.81,
2021/10/15 09:42:26,989.23,89.68,2.26,2.75,4.66,376.00,49.19,-32.80,
2021/10/15 09:47:26,989.29,89.59,2.14,2.75,4.67,372.00,48.71,-33.13,
2021/10/15 09:52:26,989.39,89.63,2.04,2.75,4.66,366.00,48.25,-32.93,
2021/10/15 09:57:26,989.46,89.62,1.96,2.50,4.59,374.00,48.45,-33.21,
2021/10/15 10:02:26,989.43,89.57,1.86,2.50,4.61,375.00,48.46,-33.17,
2021/10/15 10:07:26,989.45,89.58,1.77,2.25,4.64,376.00,49.34,-33.86,
2021/10/15 10:12:26,989.55,89.69,1.70,2.50,4.66,369.00,48.28,-33.43,
2021/10/15 10:17:26,989.55,89.92,1.72,2.25,4.67,362.00,47.56,-32.92,
2021/10/15 10:22:26,989.53,90.20,1.84,2.50,4.67,374.00,48.09,-33.69,
2021/10/15 10:27:26,989.50,90.41,2.02,2.75,4.66,368.00,48.30,-33.40,
2021/10/15 10:32:26,989.56,90.48,2.23,3.00,4.66,375.00,45.60,-33.61,
2021/10/15 10:37:26,989.57,90.62,2.47,3.00,4.59,365.00,46.71,-33.60,
2021/10/15 10:42:26,989.59,90.54,2.68,3.25,4.66,369.00,46.37,-33.76,
2021/10/15 10:47:26,989.59,90.42,2.79,3.50,4.67,371.00,46.79,-33.34,
2021/10/15 10:52:26,989.69,90.24,2.82,3.25,4.66,374.00,45.82,-33.75,
2021/10/15 10:57:26,989.76,90.16,2.82,3.50,4.66,361.00,46.48,-33.30,
2021/10/15 11:02:26,989.77,89.94,2.75,3.25,4.66,375.00,46.54,-33.37,
2021/10/15 11:07:26,989.83,89.82,2.65,3.25,4.66,374.00,47.07,-33.82,
2021/10/15 11:12:26,990.02,89.83,2.56,3.25,4.65,376.00,46.78,-32.83,
2021/10/15 11:17:26,990.03,89.75,2.46,3.00,4.67,376.00,45.78,-33.59,
2021/10/15 11:22:26,989.98,89.69,2.36,3.00,4.63,369.00,46.47,-33.72,
2021/10/15 11:27:26,989.93,89.67,2.28,3.00,4.66,367.00,46.53,-33.83,
2021/10/15 11:32:26,989.76,89.82,2.23,2.75,4.66,374.00,46.79,-33.22,
2021/10/15 11:37:26,989.79,89.96,2.23,2.75,4.61,371.00,47.40,-33.81,
2021/10/15 11:42:26,989.72,89.85,2.20,2.75,4.66,362.00,46.86,-33.44,
2021/10/15 11:47:26,989.77,89.74,2.12,2.75,4.65,376.00,45.42,-33.70,
2021/10/15 11:52:26,989.88,89.69,2.04,2.75,4.66,363.00,46.87,-33.89,
2021/10/15 11:57:26,990.02,89.61,1.93,2.50,4.67,368.00,46.44,-33.40,
2021/10/15 12:02:26,990.02,89.60,1.83,2.50,4.67,372.00,46.62,-33.52,
2021/10/15 12:07:26,989.98,89.61,1.72,2.25,4.59,372.00,46.45,-33.58,
2021/10/15 12:12:26,990.02,89.77,1.68,2.25,4.65,370.00,46.48,-33.19,
2021/10/15 12:17:26,989.99,89.73,1.63,2.25,4.65,366.00,45.84,-33.48,
2021/10/15 12:22:26,990.04,89.72,1.59,2.25,4.67,375.00,46.10,-33.18,
2021/10/15 12:27:26,990.13,89.69,1.56,2.00,4.65,366.00,46.49,-33.35,
2021/10/15 12:32:26,990.08,89.64,1.54,2.25,4.67,372.00,46.29,-33.68,
2021/10/15 12:37:26,989.97,89.57,1.56,2.25,4.66,375.00,45.84,-32.90,
2021/10/15 12:42:26,989.98,89.58,1.63,2.25,4.61,377.00,46.22,-33.46,
2021/10/15 12:47:26,990.11,89.43,1.75,2.50,4.61,369.00,46.12,-33.44,
2021/10/15 12:52:26,990.12,89.35,1.95,2.50,4.67,375.00,46.66,-33.76,
2021/10/15 12:57:26,990.16,88.96,2.19,2.75,4.67,368.00,46.07,-33.35,
2021/10/15 13:02:26,990.20,88.60,2.40,3.00,4.66,364.00,47.14,-33.74,
2021/10/15 13:07:26,990.27,88.34,2.52,3.00,4.66,374.00,46.81,-33.27,
2021/10/15 13:12:26,990.38,88.02,2.58,3.25,4.66,374.00,46.13,-33.01,
2021/10/15 13:17:26,990.34,87.79,2.67,3.25,4.66,374.00,46.32,-33.16,
2021/10/15 13:22:26,990.46,87.76,3.00,3.50,4.66,375.00,45.84,-33.35,
2021/10/15 13:27:26,990.67,87.83,3.54,4.00,4.67,361.00,46.68,-33.45,
2021/10/15 13:32:26,990.63,87.36,4.20,5.00,4.66,372.00,45.61,-33.23,
2021/10/15 13:37:26,990.69,86.00,5.23,5.75,4.66,372.00,45.89,-33.71,
2021/10/15 13:42:26,990.71,84.20,6.40,7.00,4.66,372.00,46.23,-33.33,
2021/10/15 13:47:26,990.63,81.45,8.47,9.00,4.66,371.00,46.14,-33.64,
2021/10/15 13:52:26,990.62,77.21,10.91,11.50,4.67,372.00,46.28,-32.94,
2021/10/15 13:57:26,990.54,72.92,13.06,13.50,4.67,369.00,45.84,-33.59,
2021/10/15 14:02:26,990.50,69.57,14.79,15.25,4.67,370.00,46.09,-34.27,
2021/10/15 14:07:26,990.50,66.76,16.19,16.50,4.65,368.00,46.82,-33.95,
2021/10/15 14:12:26,990.49,65.85,16.71,17.25,4.68,368.00,46.21,-33.88,
2021/10/15 14:17:26,990.46,67.21,14.74,15.25,4.66,359.00,46.06,-33.60,
2021/10/15 14:22:26,990.46,68.33,14.54,15.00,4.67,371.00,46.23,-33.50,
2021/10/15 14:27:26,990.53,67.58,15.27,15.75,4.68,369.00,46.82,-33.19,
2021/10/15 14:32:26,990.64,66.48,15.86,16.25,4.68,371.00,46.79,-33.86,
2021/10/15 14:37:26,990.72,66.58,15.69,16.25,4.67,368.00,46.90,-33.30,
2021/10/15 14:42:26,990.66,67.72,15.35,16.00,4.67,371.00,46.07,-33.25,
2021/10/15 14:47:26,990.72,68.27,15.44,16.00,4.67,371.00,46.47,-33.89,
2021/10/15 14:52:26,990.62,68.06,15.73,16.25,4.67,371.00,45.49,-33.55,
2021/10/15 14:57:26,990.46,67.08,16.35,17.00,4.67,365.00,47.31,-33.85,
2021/10/15 15:02:26,990.45,65.67,17.21,17.75,4.67,363.00,46.50,-34.09,
2021/10/15 15:07:26,990.50,67.51,16.73,17.25,4.67,371.00,46.57,-33.51,
2021/10/15 15:12:26,990.39,64.32,18.39,19.25,4.67,375.00,46.55,-33.70,
2021/10/15 15:17:26,990.39,64.77,18.12,18.75,4.68,366.00,45.90,-33.53,
2021/10/15 15:22:26,990.31,67.26,17.14,17.75,4.68,371.00,45.90,-33.77,
2021/10/15 15:27:26,990.29,69.26,16.30,17.00,4.68,371.00,45.26,-33.71,
2021/10/15 15:32:26,990.37,66.34,17.82,18.75,4.67,372.00,46.51,-34.14,
2021/10/15 15:37:26,990.31,60.26,21.17,22.25,4.67,371.00,47.03,-34.10,
2021/10/15 15:42:26,990.34,64.50,19.34,19.75,4.67,371.00,46.54,-33.71,
2021/10/15 15:47:26,990.33,69.71,16.94,17.50,4.67,374.00,46.48,-34.27,
2021/10/15 15:52:26,990.43,63.50,20.09,21.50,4.67,360.00,46.34,-33.96,
2021/10/15 15:57:26,990.36,64.43,19.68,20.25,4.64,371.00,46.65,-33.72,
2021/10/15 16:02:26,990.26,61.62,21.38,22.00,4.67,374.00,47.12,-33.98,
2021/10/15 16:07:26,990.35,62.80,20.65,21.25,4.67,359.00,46.62,-33.74,
2021/10/15 16:12:26,990.22,66.16,19.11,19.75,4.63,368.00,47.09,-34.50,
2021/10/15 16:17:26,990.14,57.95,23.40,24.25,4.56,369.00,46.49,-33.87,
2021/10/15 16:22:26,990.14,56.15,24.95,25.50,4.69,368.00,46.71,-34.06,
2021/10/15 16:27:26,990.08,55.22,25.30,25.75,4.68,370.00,46.57,-34.13,
2021/10/15 16:32:26,990.08,57.69,23.90,24.50,4.69,370.00,46.55,-33.99,
2021/10/15 16:37:26,990.18,54.66,25.27,26.00,4.66,369.00,46.99,-33.83,
2021/10/15 16:42:26,990.14,51.26,27.66,28.25,4.68,371.00,47.01,-34.17,
2021/10/15 16:47:26,990.09,49.74,28.49,29.00,4.68,371.00,45.89,-34.02,
2021/10/15 16:52:26,990.01,48.83,28.29,29.00,4.67,371.00,46.10,-34.04,
2021/10/15 16:57:26,989.93,48.84,28.57,29.25,4.68,375.00,47.45,-33.95,
2021/10/15 17:02:26,989.85,48.71,28.92,29.50,4.68,369.00,46.48,-34.35,
2021/10/15 17:07:26,989.89,45.09,31.11,32.00,4.66,367.00,46.37,-34.35,
2021/10/15 17:12:26,989.78,43.23,32.60,33.50,4.68,372.00,46.53,-33.66,
2021/10/15 17:17:26,989.72,44.87,31.36,32.00,4.68,367.00,46.77,-34.72,
2021/10/15 17:22:26,989.71,43.29,32.39,33.25,4.68,367.00,46.82,-34.41,
2021/10/15 17:27:26,989.70,39.31,35.98,37.00,4.68,372.00,46.55,-33.87,
2021/10/15 17:32:26,989.69,36.44,38.09,38.75,4.68,370.00,46.17,-34.48,
2021/10/15 17:37:26,989.60,35.31,39.25,40.00,4.68,366.00,46.43,-34.10,
2021/10/15 17:42:26,989.61,33.22,40.66,41.25,4.68,372.00,46.68,-34.60,
2021/10/15 17:47:26,989.54,32.06,42.37,43.00,4.67,369.00,46.76,-34.16,
