Lib = 0.3.0 SN = 4D02-0001-0036-0000
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Range [cm],Pitch [deg],Roll [deg],
2021/08/18 15:41:06,993.59,44.40,37.40,37.50,4.78,375.00,91.17,45.87,
2021/08/18 15:46:06,993.69,47.39,35.41,35.75,4.77,372.00,91.13,45.93,
2021/08/18 15:51:06,993.72,47.88,34.80,35.25,4.77,369.00,91.35,45.42,
2021/08/18 15:56:06,993.67,48.43,34.29,34.50,4.76,377.00,91.55,45.31,
2021/08/18 16:01:06,993.68,47.98,34.18,34.50,4.77,370.00,91.88,45.60,
2021/08/18 16:06:06,993.66,47.83,34.01,34.25,4.74,370.00,91.68,45.98,
2021/08/18 16:11:06,993.62,48.09,33.59,33.75,4.76,367.00,91.87,46.05,
2021/08/18 16:16:06,993.65,41.88,36.82,37.25,4.77,366.00,91.82,45.48,
2021/08/18 16:21:06,993.69,44.62,35.37,35.75,4.77,374.00,91.23,45.98,
2021/08/18 16:26:06,993.70,44.23,35.40,35.75,4.77,370.00,91.49,45.52,
2021/08/18 16:31:06,993.73,39.84,37.92,38.25,4.77,372.00,91.52,46.04,
2021/08/18 16:36:06,993.83,37.84,39.40,40.00,4.77,371.00,91.24,46.33,
2021/08/18 16:41:06,993.83,38.92,39.19,39.50,4.77,371.00,91.17,45.75,
2021/08/18 16:46:06,993.79,41.47,37.81,38.00,4.77,369.00,91.57,45.64,
2021/08/18 16:51:06,993.77,42.61,37.06,37.50,4.76,371.00,92.36,45.26,
2021/08/18 16:56:06,993.78,39.63,38.78,39.00,4.78,374.00,91.44,45.64,
2021/08/18 17:01:06,993.82,38.93,39.38,39.75,4.76,372.00,90.51,45.54,
2021/08/18 17:06:06,993.81,40.65,38.47,38.75,4.77,375.00,91.24,45.70,
2021/08/18 17:11:06,993.79,41.61,37.80,38.25,4.65,372.00,91.12,45.93,
2021/08/18 17:16:06,993.79,37.53,40.47,41.00,4.76,360.00,91.40,45.70,
2021/08/18 17:21:06,993.86,32.45,44.31,45.00,4.76,370.00,90.89,45.48,
2021/08/18 17:26:06,993.78,35.48,42.68,43.00,4.77,369.00,91.35,45.53,
2021/08/18 17:31:06,993.81,33.36,44.31,44.75,4.77,377.00,92.35,45.87,
2021/08/18 17:36:06,993.85,22.06,54.92,56.00,4.76,370.00,91.54,45.60,
2021/08/18 17:41:06,993.76,22.29,56.33,57.25,4.77,371.00,91.35,45.36,
2021/08/18 17:46:06,993.86,19.05,60.75,61.75,4.78,376.00,90.68,45.94,
2021/08/18 17:51:06,993.71,18.71,62.51,63.00,4.78,372.00,90.38,45.58,
2021/08/18 17:56:06,993.51,21.80,59.59,60.25,4.78,375.00,90.21,45.36,
2021/08/18 18:01:06,993.48,23.06,58.85,59.00,4.78,369.00,90.55,45.75,
2021/08/18 18:06:06,993.57,20.30,61.94,63.00,4.78,368.00,91.54,45.94,
2021/08/18 18:11:06,993.51,23.31,58.77,59.50,4.79,370.00,90.51,46.11,
2021/08/18 18:16:06,993.68,18.58,64.18,65.00,4.78,369.00,90.44,45.70,
2021/08/18 18:21:06,993.56,22.95,59.89,60.50,4.78,374.00,90.71,45.46,
2021/08/18 18:26:06,993.42,24.19,58.85,59.00,4.79,369.00,91.53,45.14,
2021/08/18 18:31:06,993.26,29.18,54.20,54.25,4.79,374.00,91.13,45.88,
2021/08/18 18:36:06,993.51,20.03,62.72,63.75,4.79,370.00,90.28,45.89,
2021/08/18 18:41:06,993.71,16.78,67.43,68.50,4.79,371.00,90.28,45.25,
2021/08/18 18:46:06,993.27,23.78,60.07,60.00,4.80,371.00,90.49,45.86,
2021/08/18 18:51:06,993.48,18.03,66.13,67.25,4.80,369.00,91.32,45.30,
2021/08/18 18:56:06,993.59,16.14,69.14,70.25,4.80,370.00,91.28,45.59,
2021/08/18 19:01:06,993.26,21.02,63.30,64.25,4.80,376.00,90.86,45.03,
2021/08/18 19:06:06,993.47,17.95,66.95,68.00,4.80,372.00,90.54,45.30,
2021/08/18 19:11:06,993.59,16.11,69.91,71.00,4.80,372.00,90.96,45.70,
2021/08/18 19:16:06,993.41,17.79,67.93,68.75,4.80,372.00,90.48,45.08,
2021/08/18 19:21:06,993.35,16.55,69.72,70.75,4.80,369.00,91.10,45.13,
2021/08/18 19:26:06,993.41,15.76,71.16,72.25,4.80,374.00,90.98,45.84,
2021/08/18 19:31:06,993.32,16.26,71.06,72.00,4.80,367.00,91.11,45.36,
2021/08/18 19:36:06,993.03,27.81,58.09,58.00,4.80,371.00,91.67,45.25,
2021/08/18 19:41:06,992.99,22.14,62.55,63.25,4.80,374.00,91.04,45.58,
2021/08/18 19:46:06,992.98,20.23,64.28,65.25,4.80,371.00,90.44,45.25,
2021/08/18 19:51:06,993.16,18.81,66.34,67.50,4.80,377.00,91.19,45.88,
2021/08/18 19:56:06,993.13,18.46,67.22,68.00,4.80,370.00,91.13,45.20,
2021/08/18 20:01:06,993.20,17.36,68.77,69.75,4.80,378.00,90.75,45.40,
2021/08/18 20:06:06,992.82,23.31,62.08,62.25,4.80,367.00,90.27,45.93,
2021/08/18 20:11:06,992.86,29.96,55.22,55.50,4.79,374.00,90.37,45.02,
2021/08/18 20:16:06,992.85,31.83,52.92,53.25,4.80,368.00,90.56,45.59,
2021/08/18 20:21:08,992.86,33.58,50.54,50.75,4.80,374.00,91.07,45.24,
2021/08/18 20:26:08,992.91,30.54,51.56,52.25,4.78,372.00,91.25,45.48,
2021/08/18 20:31:08,992.84,36.95,46.52,46.50,4.80,370.00,91.23,45.81,
2021/08/18 20:36:08,992.80,42.93,42.36,42.50,4.79,371.00,91.77,46.08,
2021/08/18 20:41:08,992.92,46.77,39.55,39.50,4.67,372.00,91.53,45.02,
2021/08/18 20:46:08,992.82,49.18,37.70,37.75,4.78,366.00,91.30,45.54,
2021/08/18 20:51:08,992.73,50.65,36.30,36.25,4.67,366.00,90.61,45.65,
