Lib = 0.3.0 SN = 4D02-0001-0036-0000
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Range [cm],Pitch [deg],Roll [deg],
2021/10/12 19:12:38,989.15,68.56,22.74,23.25,4.70,370.00,92.22,46.25,
2021/10/12 19:17:38,989.10,69.82,22.13,22.50,4.67,369.00,92.42,46.06,
2021/10/12 19:22:38,989.13,70.47,21.74,22.25,4.71,372.00,91.95,46.58,
2021/10/12 19:27:38,989.00,70.92,21.45,22.00,4.69,372.00,91.63,46.13,
2021/10/12 19:32:38,988.95,70.67,21.49,22.00,4.71,371.00,91.53,46.28,
2021/10/12 19:37:38,988.91,69.14,22.02,22.50,4.71,375.00,92.19,46.10,
2021/10/12 19:42:38,988.91,67.93,22.49,23.00,4.67,369.00,91.75,46.33,
2021/10/12 19:47:38,988.96,66.83,22.93,23.50,4.70,370.00,91.86,46.15,
2021/10/12 19:52:38,988.89,66.18,23.21,23.75,4.71,374.00,91.44,46.64,
2021/10/12 19:57:38,988.90,66.88,22.93,23.25,4.70,371.00,92.26,46.59,
2021/10/12 20:02:38,988.93,66.76,22.97,23.75,4.70,368.00,92.12,46.31,
2021/10/12 20:07:38,988.93,65.38,23.62,24.25,4.71,370.00,91.74,46.04,
2021/10/12 20:12:38,988.86,63.99,24.24,24.75,4.71,370.00,92.32,46.42,
2021/10/12 20:17:38,988.84,63.58,24.44,25.00,4.56,368.00,92.25,46.30,
2021/10/12 20:22:38,988.86,63.50,24.59,25.25,4.71,372.00,92.11,46.11,
2021/10/12 20:27:38,988.95,64.98,23.98,24.50,4.70,374.00,92.45,46.31,
2021/10/12 20:32:38,988.93,66.60,23.33,23.75,4.69,367.00,92.24,46.35,
2021/10/12 20:37:38,988.87,68.20,22.60,23.00,4.71,369.00,91.95,45.92,
2021/10/12 20:42:38,988.90,68.92,22.23,22.75,4.68,370.00,92.45,46.17,
2021/10/12 20:47:38,988.80,69.23,22.07,22.75,4.56,365.00,92.52,46.58,
2021/10/12 20:52:38,988.71,69.24,21.97,22.50,4.70,371.00,91.54,47.14,
2021/10/12 20:57:38,988.73,69.55,21.71,22.25,4.67,371.00,91.70,46.11,
2021/10/12 21:02:38,988.78,69.91,21.54,22.00,4.56,366.00,92.16,45.99,
2021/10/12 21:07:38,988.74,69.91,21.47,22.00,4.70,366.00,91.62,47.00,
2021/10/12 21:12:38,988.78,69.76,21.48,22.00,4.69,368.00,92.38,46.39,
2021/10/12 21:17:38,988.63,69.34,21.62,22.00,4.71,368.00,91.40,45.93,
2021/10/12 21:22:38,988.73,69.33,21.58,22.00,4.71,369.00,92.13,46.32,
2021/10/12 21:27:38,988.72,69.87,21.30,21.75,4.71,374.00,92.31,45.87,
2021/10/12 21:32:38,988.64,70.86,20.76,21.25,4.70,371.00,91.80,46.19,
2021/10/12 21:37:38,988.67,72.20,20.06,20.50,4.71,372.00,92.42,46.27,
2021/10/12 21:42:38,988.67,73.48,19.42,20.00,4.70,374.00,91.60,46.12,
2021/10/12 21:47:38,988.61,74.59,18.88,19.25,4.71,369.00,92.60,46.07,
2021/10/12 21:52:38,988.77,75.40,18.44,19.00,4.70,371.00,92.36,46.21,
2021/10/12 21:57:38,988.83,75.89,18.11,18.50,4.70,370.00,92.24,46.40,
2021/10/12 22:02:38,988.84,76.29,17.83,18.25,4.67,375.00,92.09,46.48,
2021/10/12 22:07:38,988.85,76.58,17.63,18.25,4.57,370.00,92.53,46.52,
2021/10/12 22:12:38,988.83,76.51,17.56,18.00,4.70,371.00,48.28,91.19,
2021/10/12 22:17:38,988.79,76.39,17.47,18.00,4.58,375.00,48.24,90.93,
2021/10/12 22:22:38,988.70,76.47,17.34,17.75,4.71,371.00,47.65,91.04,
2021/10/12 22:27:38,988.75,76.51,17.24,17.75,4.71,374.00,47.22,90.86,
2021/10/12 22:32:38,988.79,76.40,17.21,17.75,4.68,359.00,47.87,91.21,
2021/10/12 22:37:38,988.80,76.21,17.22,17.75,4.68,371.00,47.78,91.11,
2021/10/12 22:42:38,988.89,76.18,17.15,17.75,4.56,375.00,47.60,91.28,
2021/10/12 22:47:38,988.89,76.23,17.06,17.50,4.69,372.00,47.65,91.19,
2021/10/12 22:52:38,989.05,76.49,16.88,17.25,4.69,369.00,47.94,91.42,
2021/10/12 22:57:38,989.07,76.78,16.68,17.25,4.71,374.00,47.73,91.40,
2021/10/12 23:02:38,989.20,77.07,16.46,17.00,4.57,371.00,47.40,91.39,
2021/10/12 23:07:38,989.18,77.35,16.25,16.75,4.71,372.00,47.61,91.57,
2021/10/12 23:12:38,989.30,77.60,16.08,16.75,4.71,371.00,47.34,91.35,
2021/10/12 23:17:38,989.41,77.79,15.94,16.50,4.69,371.00,47.69,91.09,
2021/10/12 23:22:38,989.46,77.93,15.79,16.25,4.67,374.00,47.44,91.19,
2021/10/12 23:27:38,989.44,78.05,15.63,16.00,4.70,371.00,48.39,91.35,
2021/10/12 23:32:38,989.57,78.19,15.48,16.00,4.70,374.00,48.56,91.04,
2021/10/12 23:37:38,989.51,78.31,15.34,16.00,4.70,372.00,47.70,91.32,
2021/10/12 23:42:38,989.59,78.35,15.22,15.75,4.69,371.00,47.19,90.98,
2021/10/12 23:47:38,989.60,78.42,15.11,15.75,4.64,369.00,48.48,90.71,
2021/10/12 23:52:38,989.61,78.44,15.00,15.50,4.70,371.00,47.48,91.25,
2021/10/12 23:57:38,989.66,78.46,14.92,15.50,4.70,370.00,47.25,91.50,
2021/10/13 00:02:38,989.66,78.44,14.84,15.25,4.70,374.00,49.03,91.79,
2021/10/13 00:07:38,989.59,78.39,14.69,15.25,4.71,371.00,47.16,91.52,
2021/10/13 00:12:38,989.69,78.49,14.41,15.00,4.65,374.00,47.69,91.81,
2021/10/13 00:17:38,989.82,78.84,14.07,14.50,4.70,372.00,48.08,91.48,
2021/10/13 00:22:38,990.02,79.24,13.74,14.25,4.70,375.00,47.47,91.47,
2021/10/13 00:27:38,990.01,79.63,13.45,14.00,4.65,369.00,48.26,91.54,
2021/10/13 00:32:38,990.08,79.90,13.21,13.75,4.69,369.00,48.04,91.12,
2021/10/13 00:37:38,990.10,80.02,12.95,13.50,4.69,360.00,47.47,91.55,
2021/10/13 00:42:38,990.08,80.22,12.71,13.25,4.67,370.00,47.62,91.53,
2021/10/13 00:47:38,990.07,80.33,12.47,13.00,4.68,363.00,48.24,91.36,
2021/10/13 00:52:38,990.17,80.45,12.22,12.75,4.63,359.00,47.42,91.56,
2021/10/13 00:57:38,990.20,80.53,12.01,12.50,4.71,374.00,47.64,91.55,
2021/10/13 01:02:38,990.23,80.64,11.78,12.25,4.69,372.00,48.01,91.91,
2021/10/13 01:07:38,990.32,80.73,11.56,12.25,4.69,363.00,47.97,91.46,
2021/10/13 01:12:38,990.34,80.82,11.39,12.00,4.70,368.00,48.73,91.75,
2021/10/13 01:17:38,990.39,80.85,11.21,11.75,4.70,368.00,48.54,91.23,
2021/10/13 01:22:38,990.31,80.87,11.03,11.50,4.70,366.00,48.29,91.73,
2021/10/13 01:27:38,990.25,80.91,10.86,11.50,4.70,375.00,47.68,91.98,
2021/10/13 01:32:38,990.12,81.00,10.75,11.50,4.69,372.00,48.25,91.37,
2021/10/13 01:37:38,990.03,80.96,10.66,11.25,4.69,376.00,48.59,91.40,
2021/10/13 01:42:38,990.01,80.94,10.54,11.00,4.69,370.00,48.47,91.95,
2021/10/13 01:47:38,989.98,80.96,10.43,11.00,4.71,358.00,48.44,92.04,
2021/10/13 01:52:38,990.03,80.95,10.32,11.00,4.69,359.00,48.35,91.56,
2021/10/13 01:57:38,989.96,80.97,10.22,10.75,4.70,360.00,48.38,91.66,
2021/10/13 02:02:38,989.98,80.98,10.12,10.75,4.69,366.00,48.34,91.67,
2021/10/13 02:07:38,990.14,80.93,10.02,10.50,4.68,372.00,48.23,91.69,
2021/10/13 02:12:38,990.17,80.93,9.96,10.50,4.69,374.00,47.96,91.48,
2021/10/13 02:17:38,990.27,80.92,9.93,10.50,4.68,371.00,48.64,91.85,
2021/10/13 02:22:38,990.27,80.89,9.96,10.50,4.64,370.00,48.24,91.65,
2021/10/13 02:27:38,990.40,80.72,10.06,10.50,4.71,374.00,48.25,91.91,
2021/10/13 02:32:38,990.31,80.56,10.17,10.75,4.68,372.00,48.12,91.69,
2021/10/13 02:37:38,990.35,80.36,10.30,10.75,4.70,371.00,47.70,91.78,
2021/10/13 02:42:38,990.39,80.14,10.47,11.00,4.69,375.00,48.19,91.82,
2021/10/13 02:47:38,990.37,79.88,10.65,11.25,4.71,371.00,47.28,91.19,
2021/10/13 02:52:38,990.32,79.60,10.82,11.50,4.70,363.00,48.66,91.79,
2021/10/13 02:57:38,990.24,79.38,10.95,11.50,4.69,369.00,47.23,91.59,
2021/10/13 03:02:38,990.32,79.22,11.08,11.50,4.70,375.00,48.67,91.63,
2021/10/13 03:07:38,990.35,79.05,11.19,11.75,4.70,364.00,48.23,91.39,
2021/10/13 03:12:38,990.40,78.92,11.28,11.75,4.70,372.00,49.37,92.33,
2021/10/13 03:17:38,990.50,78.80,11.37,11.75,4.70,371.00,47.95,91.05,
2021/10/13 03:22:38,990.50,78.72,11.42,12.00,4.71,364.00,47.73,91.49,
2021/10/13 03:27:38,990.32,78.66,11.46,12.00,4.71,372.00,48.08,91.69,
2021/10/13 03:32:38,990.29,78.61,11.49,12.00,4.71,375.00,47.42,91.61,
2021/10/13 03:37:38,990.15,78.61,11.55,12.25,4.64,368.00,48.58,91.59,
2021/10/13 03:42:38,990.17,78.53,11.59,12.00,4.69,371.00,47.53,91.27,
2021/10/13 03:47:38,990.18,78.47,11.62,12.25,4.70,371.00,47.71,91.61,
2021/10/13 03:52:38,990.26,78.46,11.64,12.25,4.70,364.00,47.68,91.40,
2021/10/13 03:57:38,990.16,78.46,11.68,12.25,4.70,358.00,48.39,91.55,
2021/10/13 04:02:38,990.04,78.43,11.71,12.25,4.69,374.00,47.44,91.79,
2021/10/13 04:07:38,989.99,78.39,11.75,12.25,4.69,370.00,48.24,91.42,
2021/10/13 04:12:38,989.88,78.35,11.79,12.50,4.69,370.00,48.08,91.41,
2021/10/13 04:17:38,989.92,78.33,11.81,12.25,4.70,374.00,48.37,91.69,
2021/10/13 04:22:38,990.02,78.31,11.85,12.50,4.71,372.00,46.92,91.80,
2021/10/13 04:27:38,990.13,78.28,11.87,12.50,4.70,374.00,47.67,91.36,
2021/10/13 04:32:38,990.13,78.26,11.88,12.50,4.70,370.00,48.38,91.11,
2021/10/13 04:37:38,990.21,78.27,11.90,12.50,4.70,371.00,47.59,91.51,
2021/10/13 04:42:39,990.25,78.26,11.92,12.50,4.69,364.00,47.96,91.68,
2021/10/13 04:47:41,990.08,78.25,11.94,12.50,4.69,361.00,47.52,91.77,
2021/10/13 04:52:41,989.96,78.21,11.95,12.50,4.70,374.00,47.53,91.40,
2021/10/13 04:57:41,990.01,78.23,11.96,12.50,4.69,365.00,47.56,91.36,
2021/10/13 05:02:41,989.76,78.23,11.99,12.50,4.70,367.00,47.87,91.72,
2021/10/13 05:07:41,989.70,78.21,12.00,12.50,4.65,372.00,48.31,90.96,
2021/10/13 05:12:41,989.69,78.21,12.00,12.50,4.70,372.00,48.03,91.12,
2021/10/13 05:17:41,989.68,78.22,12.01,12.50,4.70,372.00,48.05,91.33,
2021/10/13 05:22:41,989.67,78.22,12.03,12.75,4.70,368.00,48.59,91.76,
2021/10/13 05:27:41,989.57,78.21,12.05,12.50,4.70,367.00,48.19,91.39,
2021/10/13 05:32:41,989.49,78.19,12.06,12.50,4.70,366.00,47.49,91.74,
2021/10/13 05:37:41,989.62,78.21,12.05,12.50,4.69,372.00,47.94,91.61,
2021/10/13 05:42:41,989.70,78.25,12.03,12.50,4.70,370.00,47.40,91.09,
2021/10/13 05:47:41,989.73,78.29,12.00,12.50,4.67,374.00,47.68,91.42,
2021/10/13 05:52:41,989.62,78.33,11.97,12.50,4.71,368.00,48.35,91.68,
2021/10/13 05:57:41,989.59,78.37,11.93,12.50,4.70,358.00,47.43,91.41,
2021/10/13 06:02:41,989.48,78.42,11.89,12.50,4.70,362.00,48.21,91.21,
2021/10/13 06:07:41,989.53,78.49,11.86,12.50,4.70,372.00,48.09,90.84,
2021/10/13 06:12:41,989.51,78.53,11.85,12.25,4.67,371.00,47.61,91.36,
2021/10/13 06:17:41,989.43,78.51,11.82,12.25,4.62,371.00,48.46,91.76,
2021/10/13 06:22:41,989.48,78.55,11.76,12.25,4.71,368.00,47.36,91.38,
2021/10/13 06:27:41,989.34,78.66,11.66,12.25,4.71,360.00,47.68,91.75,
2021/10/13 06:32:41,989.43,78.82,11.54,12.25,4.68,360.00,47.69,91.64,
2021/10/13 06:37:41,989.36,78.99,11.42,12.00,4.71,367.00,48.31,92.38,
2021/10/13 06:42:41,989.18,79.09,11.30,11.75,4.70,371.00,48.10,91.83,
2021/10/13 06:47:41,989.27,79.23,11.18,11.75,4.69,371.00,48.15,91.99,
2021/10/13 06:52:41,989.26,79.40,11.04,11.50,4.70,376.00,47.40,91.99,
2021/10/13 06:57:41,989.42,79.54,10.93,11.50,4.71,372.00,47.77,91.67,
2021/10/13 07:02:41,989.41,79.62,10.84,11.50,4.70,358.00,48.25,92.05,
2021/10/13 07:07:41,989.57,79.62,10.71,11.25,4.64,362.00,48.33,91.67,
2021/10/13 07:12:41,989.61,79.77,10.57,11.00,4.69,370.00,48.40,91.27,
2021/10/13 07:17:41,989.50,79.88,10.44,11.00,4.71,371.00,48.54,91.71,
2021/10/13 07:22:41,989.31,79.93,10.30,10.75,4.69,374.00,47.79,91.81,
2021/10/13 07:27:41,989.19,80.09,10.17,10.75,4.67,374.00,47.84,91.64,
2021/10/13 07:32:41,989.21,80.18,10.07,10.75,4.71,374.00,47.60,91.50,
2021/10/13 07:37:41,989.25,80.21,9.95,10.50,4.70,372.00,47.86,91.71,
2021/10/13 07:42:41,989.32,80.26,9.86,10.50,4.70,364.00,47.67,91.44,
2021/10/13 07:47:41,989.65,80.31,9.76,10.25,4.71,362.00,48.07,91.53,
2021/10/13 07:52:41,989.63,80.39,9.70,10.25,4.70,374.00,48.30,91.74,
2021/10/13 07:57:41,989.88,80.42,9.65,10.25,4.70,374.00,47.68,91.98,
2021/10/13 08:02:41,989.72,80.38,9.61,10.25,4.69,371.00,47.33,91.92,
2021/10/13 08:07:41,989.45,80.33,9.53,10.25,4.68,372.00,48.90,91.92,
2021/10/13 08:12:41,989.51,80.32,9.42,10.00,4.69,361.00,48.21,91.72,
2021/10/13 08:17:41,989.31,80.38,9.32,9.75,4.70,369.00,47.71,91.90,
2021/10/13 08:22:41,989.22,80.44,9.20,9.75,4.69,368.00,48.09,91.49,
2021/10/13 08:27:41,989.17,80.50,9.07,9.75,4.69,374.00,47.61,91.56,
2021/10/13 08:32:41,989.24,80.59,8.95,9.50,4.70,372.00,48.16,91.52,
2021/10/13 08:37:41,989.01,80.66,8.84,9.50,4.71,371.00,48.00,91.71,
2021/10/13 08:42:41,989.10,80.67,8.74,9.25,4.70,375.00,48.33,91.67,
2021/10/13 08:47:41,989.19,80.72,8.63,9.25,4.68,374.00,48.36,91.03,
2021/10/13 08:52:41,989.29,80.75,8.53,9.00,4.70,372.00,48.19,91.89,
2021/10/13 08:57:41,989.33,80.75,8.44,9.00,4.69,376.00,48.38,91.72,
2021/10/13 09:02:41,989.10,80.82,8.33,9.00,4.67,374.00,47.54,91.71,
2021/10/13 09:07:41,989.09,80.91,8.27,9.00,4.69,362.00,47.96,92.03,
2021/10/13 09:12:41,988.98,80.96,8.20,8.75,4.67,374.00,47.40,91.35,
2021/10/13 09:17:41,989.00,81.02,8.18,8.75,4.70,372.00,47.45,91.36,
2021/10/13 09:22:41,988.92,80.93,8.16,8.75,4.69,367.00,48.13,91.65,
2021/10/13 09:27:41,988.65,80.85,8.12,8.75,4.64,374.00,47.36,92.29,
2021/10/13 09:32:41,988.51,80.83,8.08,8.75,4.69,374.00,48.27,92.21,
2021/10/13 09:37:41,988.44,80.81,8.04,8.75,4.70,372.00,48.18,91.70,
2021/10/13 09:42:41,988.26,80.82,8.00,8.50,4.69,375.00,48.53,91.79,
2021/10/13 09:47:41,988.43,80.81,7.98,8.50,4.68,374.00,48.18,91.64,
2021/10/13 09:52:41,988.25,80.78,7.95,8.50,4.68,375.00,49.12,91.94,
2021/10/13 09:57:41,988.41,80.73,7.92,8.50,4.69,367.00,48.27,91.89,
2021/10/13 10:02:41,988.21,80.77,7.90,8.50,4.69,374.00,48.27,91.43,
2021/10/13 10:07:41,987.94,80.68,7.89,8.50,4.68,375.00,47.46,91.70,
2021/10/13 10:12:41,987.55,80.66,7.87,8.50,4.69,375.00,48.28,91.24,
2021/10/13 10:17:41,987.49,80.63,7.86,8.50,4.69,377.00,48.32,91.52,
2021/10/13 10:22:41,987.62,80.67,7.88,8.50,4.62,375.00,47.60,91.86,
2021/10/13 10:27:41,987.52,80.60,7.92,8.50,4.69,377.00,47.47,91.49,
2021/10/13 10:32:41,987.61,80.50,7.95,8.50,4.68,362.00,48.33,91.81,
2021/10/13 10:37:41,987.69,80.42,7.94,8.50,4.67,372.00,48.21,91.66,
2021/10/13 10:42:41,987.83,80.37,7.94,8.50,4.70,375.00,48.32,91.64,
2021/10/13 10:47:41,987.87,80.36,7.93,8.50,4.70,375.00,48.25,91.46,
2021/10/13 10:52:41,987.61,80.35,7.91,8.50,4.69,375.00,48.43,91.80,
2021/10/13 10:57:41,987.18,80.34,7.91,8.50,4.68,370.00,47.54,92.01,
2021/10/13 11:02:41,987.23,80.38,7.92,8.50,4.69,370.00,48.23,92.09,
2021/10/13 11:07:41,986.85,80.35,7.96,8.50,4.65,372.00,47.68,92.27,
2021/10/13 11:12:41,986.98,80.33,7.99,8.50,4.69,374.00,48.09,91.99,
2021/10/13 11:17:41,986.96,80.30,8.06,8.75,4.68,364.00,48.13,92.10,
2021/10/13 11:22:41,986.91,80.20,8.12,8.75,4.69,374.00,48.25,91.68,
2021/10/13 11:27:41,987.11,80.15,8.17,8.75,4.69,369.00,47.36,91.55,
2021/10/13 11:32:41,987.43,80.14,8.22,8.75,4.69,361.00,48.29,91.76,
2021/10/13 11:37:41,987.25,80.05,8.26,8.75,4.69,360.00,48.20,91.98,
2021/10/13 11:42:41,987.27,79.94,8.29,9.00,4.68,362.00,48.35,91.62,
2021/10/13 11:47:41,987.02,79.90,8.29,8.75,4.68,377.00,48.12,91.53,
2021/10/13 11:52:41,986.88,79.91,8.30,9.00,4.67,374.00,48.05,91.78,
2021/10/13 11:57:41,986.79,79.96,8.31,9.00,4.70,360.00,48.52,91.59,
2021/10/13 12:02:41,986.88,79.93,8.35,9.00,4.69,375.00,48.35,91.45,
2021/10/13 12:07:41,986.96,79.91,8.39,9.00,4.63,376.00,48.39,91.50,
2021/10/13 12:12:41,986.85,79.84,8.44,9.00,4.70,372.00,48.71,91.62,
2021/10/13 12:17:41,986.94,79.76,8.49,9.00,4.71,364.00,47.90,91.87,
2021/10/13 12:22:41,986.69,79.71,8.53,9.25,4.70,374.00,48.65,91.40,
2021/10/13 12:27:41,986.52,79.67,8.58,9.25,4.68,372.00,48.42,91.31,
2021/10/13 12:32:41,986.20,79.62,8.63,9.25,4.68,361.00,48.42,91.23,
2021/10/13 12:37:41,986.17,79.54,8.72,9.25,4.70,376.00,47.53,91.51,
2021/10/13 12:42:41,986.29,79.44,8.83,9.50,4.68,371.00,48.44,92.04,
2021/10/13 12:47:41,986.42,79.33,8.94,9.50,4.69,359.00,49.28,91.24,
2021/10/13 12:52:41,986.47,79.19,9.06,9.75,4.71,359.00,48.39,91.87,
2021/10/13 12:57:41,986.93,79.08,9.19,9.75,4.69,371.00,47.69,91.20,
2021/10/13 13:02:41,987.26,78.97,9.32,9.75,4.69,363.00,48.17,91.62,
2021/10/13 13:07:41,987.33,78.83,9.48,10.00,4.70,365.00,47.33,91.36,
2021/10/13 13:12:41,987.44,78.69,9.61,10.25,4.69,371.00,48.36,91.68,
2021/10/13 13:17:41,987.54,78.64,9.70,10.25,4.69,368.00,47.49,91.62,
2021/10/13 13:22:41,987.63,78.64,9.79,10.50,4.70,372.00,47.62,91.42,
2021/10/13 13:27:41,987.73,78.56,9.89,10.50,4.67,375.00,47.52,91.37,
2021/10/13 13:32:41,987.68,78.51,9.99,10.50,4.70,374.00,47.68,91.87,
2021/10/13 13:37:41,987.79,78.47,10.10,10.75,4.71,371.00,47.71,91.38,
2021/10/13 13:42:41,987.83,78.42,10.22,10.75,4.62,371.00,47.55,91.85,
2021/10/13 13:47:41,987.67,78.32,10.34,11.00,4.70,371.00,47.63,91.54,
2021/10/13 13:52:41,987.73,78.26,10.46,11.00,4.69,375.00,48.50,91.10,
2021/10/13 13:57:41,987.67,78.11,10.61,11.25,4.67,374.00,47.64,91.40,
2021/10/13 14:02:41,987.62,77.88,10.82,11.50,4.70,376.00,47.59,91.32,
2021/10/13 14:07:41,987.43,77.64,11.01,11.75,4.71,377.00,48.30,91.14,
2021/10/13 14:12:41,987.11,77.38,11.24,11.75,4.64,372.00,47.92,91.09,
2021/10/13 14:17:41,986.73,76.95,11.52,12.00,4.65,372.00,48.07,91.06,
2021/10/13 14:22:41,986.24,76.65,11.83,12.50,4.71,371.00,48.76,91.59,
2021/10/13 14:27:41,985.72,76.26,12.26,12.75,4.71,372.00,47.66,91.31,
2021/10/13 14:32:41,985.40,75.46,12.80,13.25,4.69,372.00,47.68,91.11,
2021/10/13 14:37:41,985.38,74.64,13.24,13.75,4.69,371.00,47.94,91.44,
2021/10/13 14:42:41,985.60,73.93,13.63,14.25,4.70,371.00,48.62,91.55,
2021/10/13 14:47:41,985.55,72.12,14.40,15.00,4.70,367.00,47.32,90.82,
2021/10/13 14:52:41,985.37,70.98,14.95,15.50,4.70,374.00,47.65,91.44,
2021/10/13 14:57:41,985.46,70.91,15.07,15.50,4.71,374.00,47.74,91.91,
2021/10/13 15:02:41,985.41,71.17,15.09,15.75,4.70,372.00,47.58,91.03,
2021/10/13 15:07:41,985.08,71.37,15.12,15.75,4.69,371.00,47.74,91.31,
2021/10/13 15:12:41,985.10,71.66,15.07,15.75,4.70,374.00,47.65,91.04,
2021/10/13 15:17:41,984.63,72.22,14.92,15.50,4.70,366.00,47.61,91.05,
2021/10/13 15:22:41,984.65,72.56,14.85,15.50,4.70,362.00,47.52,91.53,
2021/10/13 15:27:41,984.73,73.09,14.68,15.25,4.70,370.00,48.29,91.50,
2021/10/13 15:32:41,984.33,73.50,14.57,15.25,4.70,370.00,47.55,91.52,
2021/10/13 15:37:41,984.38,73.12,14.80,15.50,4.70,367.00,47.83,91.33,
2021/10/13 15:42:41,984.58,72.54,15.10,15.75,4.70,372.00,48.17,91.56,
2021/10/13 15:47:41,984.13,71.27,15.74,16.25,4.67,371.00,47.68,91.42,
2021/10/13 15:52:41,983.99,67.66,17.36,18.00,4.71,361.00,47.30,91.04,
2021/10/13 15:57:41,983.62,64.28,18.89,19.50,4.71,358.00,47.24,91.50,
2021/10/13 16:02:41,983.70,63.13,19.54,20.25,4.70,374.00,47.48,90.47,
2021/10/13 16:07:41,983.07,63.49,19.58,20.25,4.70,375.00,47.54,90.93,
2021/10/13 16:12:41,982.84,63.83,19.55,20.00,4.70,375.00,47.17,91.42,
2021/10/13 16:17:41,982.56,62.55,20.31,21.00,4.71,364.00,47.48,91.36,
2021/10/13 16:22:41,982.54,63.78,19.86,20.50,4.71,370.00,47.60,90.53,
2021/10/13 16:27:41,982.41,66.45,18.89,19.50,4.71,374.00,47.54,91.10,
2021/10/13 16:32:41,981.90,67.81,18.38,19.00,4.71,376.00,47.66,91.22,
2021/10/13 16:37:41,982.22,69.00,17.99,18.50,4.69,372.00,48.25,91.48,
2021/10/13 16:42:41,982.02,69.52,17.84,18.50,4.70,365.00,47.57,90.94,
2021/10/13 16:47:42,981.54,69.77,17.78,18.25,4.71,371.00,47.46,91.35,
2021/10/13 16:52:44,981.83,69.69,17.85,18.25,4.70,366.00,47.44,91.19,
2021/10/13 16:57:44,981.21,69.83,17.85,18.50,4.71,370.00,47.38,91.08,
2021/10/13 17:02:44,981.17,69.42,18.08,18.75,4.71,371.00,47.67,90.99,
2021/10/13 17:07:44,981.37,69.78,18.02,18.50,4.70,369.00,47.43,91.02,
