Lib = 0.3.0 SN = 4D02-0001-0036-0000
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Range [cm],Pitch [deg],Roll [deg],
2021/10/17 19:50:54,994.37,33.52,45.32,45.75,4.65,366.00,46.71,-34.50,
2021/10/17 19:55:53,994.29,36.04,43.19,44.00,4.65,376.00,46.03,-34.44,
2021/10/17 20:00:53,994.23,36.78,42.33,42.75,4.65,372.00,47.49,-34.19,
2021/10/17 20:05:53,994.22,40.36,39.56,39.75,4.47,368.00,46.69,-34.54,
2021/10/17 20:10:53,994.12,38.50,40.36,40.75,4.65,374.00,46.68,-34.31,
2021/10/17 20:15:53,994.13,36.89,41.62,42.00,4.65,365.00,46.37,-34.10,
2021/10/17 20:20:53,994.02,35.26,42.92,43.50,4.65,371.00,47.15,-34.83,
2021/10/17 20:25:53,994.02,36.95,41.51,41.75,4.62,371.00,47.41,-34.38,
2021/10/17 20:30:53,993.99,43.88,36.41,36.50,4.62,374.00,46.05,-34.43,
2021/10/17 20:35:53,994.02,51.47,31.20,31.25,4.63,368.00,46.49,-34.27,
2021/10/17 20:40:53,993.99,51.35,30.90,31.50,4.62,369.00,47.41,-34.47,
2021/10/17 20:45:53,993.97,52.11,30.38,31.00,4.64,374.00,47.46,-34.38,
2021/10/17 20:50:53,993.91,51.82,30.62,31.50,4.62,365.00,46.96,-34.15,
2021/10/17 20:55:53,993.87,48.18,32.82,33.75,4.64,374.00,47.60,-34.43,
2021/10/17 21:00:53,993.87,49.66,32.04,32.75,4.64,365.00,46.22,-34.37,
2021/10/17 21:05:53,993.85,54.13,29.26,29.75,4.62,371.00,47.65,-34.41,
2021/10/17 21:10:53,993.83,57.92,27.17,27.50,4.65,371.00,46.83,-34.41,
2021/10/17 21:15:53,993.80,62.02,25.06,25.25,4.53,362.00,47.17,-33.99,
2021/10/17 21:20:53,993.76,64.86,23.50,23.75,4.60,370.00,47.60,-34.38,
2021/10/17 21:25:53,993.79,67.43,22.02,22.25,4.62,371.00,48.36,-34.07,
2021/10/17 21:30:53,993.76,69.83,20.74,21.00,4.63,374.00,47.59,-33.89,
2021/10/17 21:35:53,993.82,71.90,19.74,20.00,4.61,372.00,47.89,-34.08,
2021/10/17 21:40:53,993.71,73.28,18.99,19.25,4.62,369.00,47.74,-34.36,
2021/10/17 21:45:53,993.85,74.30,18.36,18.75,4.62,374.00,47.42,-34.03,
2021/10/17 21:50:53,993.80,75.23,17.79,18.25,4.63,368.00,47.60,-34.08,
2021/10/17 21:55:53,993.83,76.06,17.32,17.75,4.63,372.00,48.12,-34.19,
2021/10/17 22:00:53,993.75,76.62,16.91,17.25,4.61,374.00,47.42,-33.61,
2021/10/17 22:05:53,993.73,77.16,16.52,17.00,4.62,367.00,48.35,-34.19,
2021/10/17 22:10:53,993.73,77.51,16.09,16.50,4.63,371.00,48.22,-33.97,
2021/10/17 22:15:53,993.69,78.07,15.68,16.00,4.62,360.00,47.45,-34.04,
2021/10/17 22:20:53,993.66,78.43,15.26,15.75,4.59,372.00,48.26,-34.09,
2021/10/17 22:25:53,993.69,78.89,14.83,15.25,4.61,370.00,47.88,-34.14,
2021/10/17 22:30:53,993.64,79.12,14.36,14.75,4.62,371.00,47.34,-34.12,
2021/10/17 22:35:53,993.69,79.44,13.86,14.25,4.63,374.00,48.34,-33.91,
2021/10/17 22:40:53,993.70,80.04,13.39,13.75,4.62,371.00,48.66,-33.55,
2021/10/17 22:45:53,993.62,80.41,12.96,13.25,4.62,367.00,47.72,-33.56,
2021/10/17 22:50:53,993.64,80.79,12.53,13.00,4.58,371.00,47.74,-33.26,
2021/10/17 22:55:54,993.55,81.27,12.13,12.50,4.63,375.00,47.41,-33.86,
2021/10/17 23:00:54,993.57,81.49,11.74,12.25,4.63,374.00,47.88,-33.57,
2021/10/17 23:05:56,993.64,81.67,11.29,11.75,4.62,374.00,48.21,-33.32,
2021/10/17 23:10:56,993.67,82.15,10.88,11.25,4.61,372.00,47.66,-33.39,
2021/10/17 23:15:56,993.69,82.52,10.49,11.00,4.58,370.00,48.09,-33.52,
2021/10/17 23:20:56,993.75,82.71,10.09,10.50,4.61,367.00,47.75,-33.86,
2021/10/17 23:25:56,993.78,83.00,9.66,10.25,4.62,371.00,47.55,-33.96,
2021/10/17 23:30:56,993.73,83.33,9.29,9.75,4.61,374.00,48.03,-34.04,
2021/10/17 23:35:56,993.70,83.67,8.94,9.50,4.56,371.00,45.77,-33.63,
2021/10/17 23:40:56,993.68,84.04,8.65,9.25,4.62,375.00,46.63,-33.39,
2021/10/17 23:45:56,993.69,84.22,8.39,9.00,4.61,371.00,46.84,-33.24,
2021/10/17 23:50:56,993.69,84.48,8.18,8.75,4.62,374.00,46.69,-34.08,
2021/10/17 23:55:56,993.67,84.62,7.98,8.50,4.62,370.00,46.59,-33.89,
2021/10/18 00:00:56,993.74,84.77,7.83,8.25,4.62,360.00,46.30,-33.89,
2021/10/18 00:05:56,993.76,84.89,7.67,8.25,4.62,376.00,46.49,-33.93,
2021/10/18 00:10:56,993.88,84.93,7.54,8.00,4.62,371.00,46.30,-33.60,
2021/10/18 00:15:56,993.89,84.83,7.37,8.00,4.62,372.00,46.41,-34.01,
2021/10/18 00:20:56,993.91,84.92,7.20,7.75,4.62,374.00,45.91,-33.44,
2021/10/18 00:25:56,993.96,85.01,7.04,7.50,4.61,374.00,46.38,-33.81,
2021/10/18 00:30:56,994.05,85.01,6.89,7.50,4.62,372.00,46.46,-33.84,
2021/10/18 00:35:56,994.13,84.98,6.73,7.25,4.61,368.00,46.59,-33.25,
2021/10/18 00:40:56,994.12,85.06,6.56,7.00,4.63,375.00,46.34,-33.85,
2021/10/18 00:45:56,994.22,85.13,6.41,7.00,4.62,374.00,47.46,-33.26,
2021/10/18 00:50:56,994.18,85.09,6.25,6.75,4.61,374.00,46.55,-33.48,
2021/10/18 00:55:56,994.23,85.20,6.13,6.50,4.64,376.00,46.39,-33.74,
2021/10/18 01:00:56,994.24,85.22,5.97,6.50,4.61,375.00,45.96,-33.88,
2021/10/18 01:05:56,994.26,85.36,5.85,6.25,4.61,367.00,46.53,-33.48,
2021/10/18 01:10:56,994.24,85.45,5.78,6.25,4.63,375.00,45.78,-33.36,
2021/10/18 01:15:56,994.31,85.47,5.70,6.25,4.61,365.00,46.00,-33.16,
2021/10/18 01:20:56,994.30,85.41,5.62,6.25,4.62,368.00,46.71,-33.36,
2021/10/18 01:25:56,994.20,85.40,5.51,6.00,4.63,372.00,46.78,-32.70,
2021/10/18 01:30:56,994.27,85.44,5.41,6.00,4.56,372.00,45.71,-34.14,
2021/10/18 01:35:56,994.21,85.38,5.30,5.75,4.62,367.00,46.79,-33.35,
2021/10/18 01:40:56,994.25,85.39,5.20,5.75,4.62,375.00,46.69,-33.73,
2021/10/18 01:45:56,994.31,85.41,5.08,5.75,4.62,374.00,45.60,-33.14,
2021/10/18 01:50:56,994.35,85.54,4.98,5.50,4.55,374.00,46.72,-33.24,
2021/10/18 01:55:56,994.33,85.52,4.88,5.50,4.62,375.00,45.77,-33.63,
2021/10/18 02:00:56,994.31,85.56,4.81,5.25,4.63,377.00,46.31,-33.41,
2021/10/18 02:05:56,994.32,85.55,4.71,5.25,4.63,372.00,46.68,-33.85,
2021/10/18 02:10:56,994.33,85.57,4.63,5.25,4.62,371.00,46.46,-33.79,
2021/10/18 02:15:56,994.37,85.51,4.52,5.00,4.62,372.00,45.78,-33.29,
2021/10/18 02:20:56,994.46,85.64,4.44,5.00,4.62,361.00,46.14,-33.05,
2021/10/18 02:25:56,994.44,85.62,4.37,4.75,4.63,371.00,46.42,-33.60,
2021/10/18 02:30:56,994.56,85.64,4.30,4.75,4.63,372.00,46.34,-33.91,
2021/10/18 02:35:56,994.59,85.70,4.23,4.75,4.62,361.00,46.45,-33.38,
2021/10/18 02:40:56,994.65,85.70,4.19,4.75,4.63,371.00,46.55,-32.99,
